"","Local.time.in.Guelmim","T","P0","P","U","DD","Ff","ff10","WW","W.W.","c","VV","Td","Few clouds","Scattered clouds","Broken clouds","Overcast","cumulonimbus clouds","cumulus congestus of great vertical extent"
"1008","2014-02-10 13:00:00",18,738.5,765,37,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",3,"480","6000","0","0",0,0
"1009","2014-02-10 14:00:00",17,737.7,764.3,42,"Wind blowing from the north",10,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m","10.0 and more",4,"480","6000","0","0",0,0
"1010","2014-02-10 15:00:00",17,738.4,765,52,"Wind blowing from the north",13,18,"","","Few clouds (10-30%) 480 m","10.0 and more",7,"480","0","0","0",0,0
"1011","2014-02-10 16:00:00",16,738.3,765,52,"Wind blowing from the north",11,16,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1012","2014-02-10 17:00:00",16,738.3,765,52,"Wind blowing from the north",9,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1013","2014-02-10 18:00:00",15,739,765.8,55,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1014","2014-02-11 07:00:00",9,739.8,767.3,87,"Wind blowing from the south-west",4,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"1015","2014-02-11 08:00:00",10,740.7,768.1,88,"Wind blowing from the south-southwest",3,NA,"","","Few clouds (10-30%) 300 m","10.0 and more",8,"300","0","0","0",0,0
"1016","2014-02-11 09:00:00",11,740.8,768.1,88,"Wind blowing from the south-west",4,NA,"","","Few clouds (10-30%) 300 m","10.0 and more",9,"300","0","0","0",0,0
"1017","2014-02-11 10:00:00",13,741.8,768.9,77,"Wind blowing from the south-southwest",4,NA,"","","Few clouds (10-30%) 300 m","10.0 and more",9,"300","0","0","0",0,0
"1018","2014-02-11 11:00:00",15,741.9,768.9,68,"Wind blowing from the south-west",2,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"1019","2014-02-11 12:00:00",17,741.4,768.1,52,"Wind blowing from the south-southwest",2,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"1020","2014-02-11 13:00:00",18,740.7,767.3,46,"Wind blowing from the west-northwest",2,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1021","2014-02-11 14:00:00",20,740.2,766.6,38,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"1022","2014-02-11 15:00:00",21,739.5,765.8,40,"Wind blowing from the west-northwest",4,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"1023","2014-02-11 16:00:00",21,739.5,765.8,38,"Wind blowing from the west-northwest",3,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1024","2014-02-11 18:00:00",19,740.1,766.6,46,"Wind blowing from the north",4,NA,"","","No Significant Clouds","10.0 and more",7,"0","0","0","0",0,0
"1025","2014-02-12 06:00:00",8,741.3,768.9,87,"Wind blowing from the south",1,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1026","2014-02-12 07:00:00",7,741.9,769.6,93,"Wind blowing from the south-southwest",2,NA,"","","Few clouds (10-30%) 300 m","10.0 and more",6,"300","0","0","0",0,0
"1027","2014-02-12 08:00:00",6,741.8,769.6,87,"Wind blowing from the east-southeast",1,NA,"","","Few clouds (10-30%) 300 m","8.0",4,"300","0","0","0",0,0
"1028","2014-02-12 09:00:00",10,742.2,769.6,88,"Wind blowing from the south-west",2,NA,"","","Scattered clouds (40-50%) 300 m","8.0",8,"0","300","0","0",0,0
"1029","2014-02-12 10:00:00",12,742.3,769.6,82,"Wind blowing from the west",2,NA,"","","Scattered clouds (40-50%) 300 m","8.0",9,"0","300","0","0",0,0
"1030","2014-02-12 11:00:00",14,742.5,769.6,72,"Wind blowing from the west",2,NA,"","","Few clouds (10-30%) 300 m","10.0 and more",9,"300","0","0","0",0,0
"1031","2014-02-12 12:00:00",15,741.9,768.9,68,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",9,"0","0","0","0",0,0
"1032","2014-02-12 13:00:00",18,741.4,768.1,46,"Wind blowing from the west-northwest",3,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1033","2014-02-12 14:00:00",20,740.2,766.6,38,"Wind blowing from the north",7,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"1034","2014-02-12 15:00:00",20,739.4,765.8,40,"Wind blowing from the north",6,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1035","2014-02-12 16:00:00",19,739.3,765.8,37,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",4,"480","0","0","0",0,0
"1036","2014-02-12 17:00:00",19,739.3,765.8,40,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1037","2014-02-12 18:00:00",17,739.9,766.6,49,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1038","2014-02-13 06:00:00",8,740.5,768.1,82,"Wind blowing from the east-northeast",3,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"1039","2014-02-13 08:00:00",7,741.2,768.9,81,"Wind blowing from the east",3,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"1040","2014-02-13 09:00:00",12,741.7,768.9,67,"Wind blowing from the east",3,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1041","2014-02-13 10:00:00",17,742.1,768.9,45,"Wind blowing from the east-southeast",3,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"1042","2014-02-13 11:00:00",21,742.5,768.9,31,"Wind blowing from the east-southeast",2,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"1043","2014-02-13 12:00:00",23,741.9,768.1,20,"Wind blowing from the east-southeast",4,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"1044","2014-02-13 13:00:00",25,741.3,767.3,18,"Wind blowing from the south-east",5,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"1045","2014-02-13 14:00:00",26,740.7,766.6,16,"Wind blowing from the south-southeast",5,NA,"","","No Significant Clouds","10.0 and more",-2,"0","0","0","0",0,0
"1046","2014-02-13 15:00:00",27,740,765.8,13,"Wind blowing from the south",6,NA,"","","No Significant Clouds","10.0 and more",-4,"0","0","0","0",0,0
"1047","2014-02-13 16:00:00",27,739.2,765,13,"Wind blowing from the south",5,NA,"","","No Significant Clouds","10.0 and more",-4,"0","0","0","0",0,0
"1048","2014-02-13 17:00:00",26,739.2,765,12,"Wind blowing from the south",5,NA,"","","No Significant Clouds","10.0 and more",-5,"0","0","0","0",0,0
"1049","2014-02-13 18:00:00",25,739.8,765.8,12,"Wind blowing from the south",4,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1050","2014-02-14 07:00:00",13,739.5,766.6,26,"Wind blowing from the east",6,NA,"","","No Significant Clouds","8.0",-6,"0","0","0","0",0,0
"1051","2014-02-14 08:00:00",14,740.3,767.3,25,"Wind blowing from the east",6,NA,"","","No Significant Clouds","8.0",-6,"0","0","0","0",0,0
"1052","2014-02-14 09:00:00",16,740.5,767.3,23,"Wind blowing from the east",5,NA,"","","No Significant Clouds","8.0",-5,"0","0","0","0",0,0
"1053","2014-02-14 10:00:00",22,740.4,766.6,12,"Wind blowing from the south-southeast",7,NA,"","","No Significant Clouds","8.0",-9,"0","0","0","0",0,0
"1054","2014-02-14 11:00:00",23,740.4,766.6,12,"Wind blowing from the south-southeast",8,NA,"","","No Significant Clouds","8.0",-8,"0","0","0","0",0,0
"1055","2014-02-14 12:00:00",25,739.8,765.8,11,"Wind blowing from the south",6,NA,"","","No Significant Clouds","10.0 and more",-7,"0","0","0","0",0,0
"1056","2014-02-14 13:00:00",25,739.8,765.8,12,"Wind blowing from the south",7,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1057","2014-02-14 14:00:00",26,739.2,765,12,"Wind blowing from the south",6,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1058","2014-02-14 15:00:00",26,737.7,763.5,12,"Wind blowing from the south-southwest",5,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1059","2014-02-14 16:00:00",26,737.7,763.5,12,"Wind blowing from the south",4,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1060","2014-02-14 17:00:00",26,737,762.8,12,"Wind blowing from the south-southwest",5,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1061","2014-02-14 18:00:00",26,736.3,762,12,"Wind blowing from the south-west",2,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"1062","2014-02-15 06:00:00",10,733.4,760.5,43,"Wind blowing from the south-east",1,NA,"","","No Significant Clouds","10.0 and more",-2,"0","0","0","0",0,0
"1063","2014-02-15 07:00:00",9,734,761.2,58,"Wind blowing from the west",1,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"1064","2014-02-15 08:00:00",10,734.1,761.2,62,"",NA,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"1065","2014-02-15 09:00:00",12,734.2,761.2,82,"Wind blowing from the west",3,NA,"","","Few clouds (10-30%) 180 m","8.0",9,"180","0","0","0",0,0
"1066","2014-02-15 10:00:00",14,734.4,761.2,77,"Wind blowing from the south-southwest",1,NA,"","","Few clouds (10-30%) 180 m","8.0",10,"180","0","0","0",0,0
"1067","2014-02-15 11:00:00",17,734,760.5,56,"Wind blowing from the east-southeast",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",8,"480","0","0","0",0,0
"1068","2014-02-15 12:00:00",19,733.4,759.7,43,"Wind blowing from the west-southwest",1,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"1069","2014-02-15 13:00:00",19,732.8,759,43,"Wind blowing from the north-northwest",2,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1070","2014-02-15 14:00:00",21,731.7,757.7,38,"Wind blowing from the west",1,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1071","2014-02-15 15:00:00",20,730.8,756.9,49,"Wind blowing from the west-northwest",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",9,"480","0","0","0",0,0
"1072","2014-02-15 16:00:00",19,730.7,756.9,56,"Wind blowing from the north-west",9,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",10,"480","0","0","0",0,0
"1073","2014-02-15 17:00:00",17,730.5,756.9,64,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",10,"480","0","0","0",0,0
"1074","2014-02-15 18:00:00",15,730.4,756.9,72,"Wind blowing from the north",9,14,"","","Scattered clouds (40-50%) 480 m","10.0 and more",10,"0","480","0","0",0,0
"1075","2014-02-16 06:00:00",13,728.7,755.4,82,"Wind blowing from the north-northeast",7,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",10,"0","3000","0","0",0,0
"1076","2014-02-16 07:00:00",14,729.6,756.2,72,"Wind blowing from the east",4,NA,"","","Broken clouds (60-90%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",9,"0","3000","480","0",0,0
"1077","2014-02-16 08:00:00",13,729.5,756.2,77,"Wind blowing from the north",4,NA,"","","Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",9,"0","3000","0","0",0,0
"1078","2014-02-16 09:00:00",13,728,754.6,72,"Wind blowing from the north",11,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 3000 m","10.0 and more",8,"480","3000","0","0",0,0
"1079","2014-02-16 10:00:00",15,728.1,754.6,63,"Wind blowing from the north",5,NA,"","","Few clouds (10-30%) 480 m","8.0",8,"480","0","0","0",0,0
"1080","2014-02-16 11:00:00",16,728.2,754.6,55,"Wind blowing from the north-northeast",7,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 3000 m","8.0",7,"480","3000","0","0",0,0
"1081","2014-02-16 12:00:00",17,727.7,753.9,52,"Wind blowing from the north",5,NA,"","","Few clouds (10-30%) 480 m, scattered clouds (40-50%) 3000 m","8.0",7,"480","3000","0","0",0,0
"1082","2014-02-16 13:00:00",17,726.9,753.1,52,"Wind blowing from the north",11,17,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m","8.0",7,"480","0","3000","0",0,0
"1083","2014-02-16 14:00:00",16,726.8,753.1,59,"Wind blowing from the north-northwest",8,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m","8.0",8,"480","0","3000","0",0,0
"1084","2014-02-16 15:00:00",17,726.9,753.1,56,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m","8.0",8,"480","0","3000","0",0,0
"1085","2014-02-16 16:00:00",15,725.9,752.3,68,"Wind blowing from the north",13,19,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m","6.0",9,"480","0","3000","0",0,0
"1086","2014-02-16 17:00:00",15,730.4,756.9,68,"Wind blowing from the north-northeast",13,20,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m","7.0",9,"480","0","3000","0",0,0
"1087","2014-02-16 18:00:00",14,728.1,754.6,72,"Wind blowing from the north-northeast",11,16,"","","Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m","8.0",9,"480","0","3000","0",0,0
"1088","2014-02-17 06:00:00",12,730.9,757.7,82,"Wind blowing from the north",2,NA,"","","No Significant Clouds","8.0",9,"0","0","0","0",0,0
"1089","2014-02-17 08:00:00",12,731.3,758.2,77,"Wind blowing from the north-west",5,NA,"","","Broken clouds (60-90%) 480 m","8.0",8,"0","0","480","0",0,0
"1090","2014-02-17 09:00:00",12,732.1,759,77,"Wind blowing from the north",5,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",8,"300","0","0","480",0,0
"1091","2014-02-17 10:00:00",12,732.8,759.7,77,"Wind blowing from the north-northwest",9,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",8,"300","0","0","480",0,0
"1092","2014-02-17 11:00:00",13,732.9,759.7,72,"Wind blowing from the north",5,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",8,"300","0","0","480",0,0
"1093","2014-02-17 12:00:00",13,733.7,760.5,67,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",7,"300","0","0","480",0,0
"1094","2014-02-17 13:00:00",13,733.7,760.5,72,"Wind blowing from the north-northwest",7,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",8,"300","0","0","480",0,0
"1095","2014-02-17 15:00:00",13,732.9,759.7,67,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",7,"300","0","0","480",0,0
"1096","2014-02-17 16:00:00",13,732.9,759.7,77,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 300 m, overcast (100%) 480 m","8.0",9,"300","0","0","480",0,0
"1097","2014-02-17 17:00:00",13,732.9,759.7,72,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","8.0",8,"300","0","480","0",0,0
"1098","2014-02-17 18:00:00",13,732.9,759.7,67,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","8.0",7,"300","0","480","0",0,0
"1099","2014-02-18 06:00:00",11,733.5,760.5,77,"Wind blowing from the north",7,NA,"Light rain","","Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 3180 m","8.0",7,"0","300","3180","0",0,0
"1100","2014-02-18 07:00:00",12,734.2,761.2,72,"Wind blowing from the north",7,NA,"","","Scattered clouds (40-50%) 300 m, broken clouds (60-90%) 480 m","8.0",7,"0","300","480","0",0,0
"1101","2014-02-18 08:00:00",11,734.1,761.2,77,"Wind blowing from the north-northeast",6,13,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","8.0",7,"300","0","480","0",0,0
"1102","2014-02-18 09:00:00",12,735,762,77,"Wind blowing from the north-northeast",7,13,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","8.0",8,"300","0","480","0",0,0
"1103","2014-02-18 10:00:00",13,735.9,762.8,72,"",NA,NA,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","8.0",8,"300","0","480","0",0,0
"1104","2014-02-18 11:00:00",14,736.6,763.5,67,"Wind blowing from the north-northeast",9,NA,"","","Few clouds (10-30%) 300 m, broken clouds (60-90%) 480 m","10.0 and more",8,"300","0","480","0",0,0
"1105","2014-02-18 12:00:00",14,736.6,763.5,67,"Wind blowing from the north-northeast",10,15,"","","Broken clouds (60-90%) 480 m","10.0 and more",8,"0","0","480","0",0,0
"1106","2014-02-18 13:00:00",14,736,762.8,67,"Wind blowing from the north",10,15,"","","Broken clouds (60-90%) 480 m","10.0 and more",8,"0","0","480","0",0,0
"1107","2014-02-18 14:00:00",15,736.1,762.8,59,"Wind blowing from the north",11,16,"","","Broken clouds (60-90%) 480 m","10.0 and more",7,"0","0","480","0",0,0
"1108","2014-02-18 15:00:00",15,735.3,762,55,"Wind blowing from the north",12,19,"","","Broken clouds (60-90%) 480 m","10.0 and more",6,"0","0","480","0",0,0
"1109","2014-02-18 16:00:00",15,735.3,762,59,"Wind blowing from the north",12,19,"","","Broken clouds (60-90%) 480 m","10.0 and more",7,"0","0","480","0",0,0
"1110","2014-02-18 17:00:00",15,736.1,762.8,59,"Wind blowing from the north",12,19,"","","Broken clouds (60-90%) 480 m","10.0 and more",7,"0","0","480","0",0,0
"1111","2014-02-18 18:00:00",14,736.6,763.5,63,"Wind blowing from the north",9,19,"","","Broken clouds (60-90%) 480 m","10.0 and more",7,"0","0","480","0",0,0
"1112","2014-02-19 06:00:00",10,737.7,765,71,"Wind blowing from the north",9,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1113","2014-02-19 07:00:00",10,738.5,765.8,76,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1114","2014-02-19 08:00:00",10,738.5,765.8,71,"Wind blowing from the north",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1115","2014-02-19 09:00:00",12,739.4,766.6,72,"Wind blowing from the north",9,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",7,"480","0","0","0",0,0
"1116","2014-02-19 10:00:00",14,739.6,766.6,59,"Wind blowing from the north-northeast",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1117","2014-02-19 11:00:00",15,739.7,766.6,51,"Wind blowing from the north-northeast",6,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1118","2014-02-19 12:00:00",16,739.8,766.6,45,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",4,"480","0","0","0",0,0
"1119","2014-02-19 13:00:00",17,739.1,765.8,45,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1120","2014-02-19 14:00:00",17,738.4,765,45,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1121","2014-02-19 15:00:00",17,738.4,765,45,"Wind blowing from the north",8,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",5,"480","0","0","0",0,0
"1122","2014-02-19 16:00:00",17,737.7,764.3,49,"Wind blowing from the north",9,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1123","2014-02-19 17:00:00",17,738.4,765,49,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",6,"480","0","0","0",0,0
"1124","2014-02-19 18:00:00",15,738.2,765,59,"Wind blowing from the north",7,NA,"","","Few clouds (10-30%) 480 m","10.0 and more",7,"480","0","0","0",0,0
"1125","2014-02-20 06:00:00",8,739.1,766.6,93,"Wind blowing from the east",4,NA,"","","Broken clouds (60-90%) 480 m","8.0",7,"0","0","480","0",0,0
"1126","2014-02-20 08:00:00",7,740.4,768.1,93,"Wind blowing from the east",3,NA,"","","Few clouds (10-30%) 480 m","8.0",6,"480","0","0","0",0,0
