Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
8/18/14 15:00,22.7,755.2,760.3,-0.2,77,Wind blowing from the north-northeast,4,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18.4,,,,,,
8/18/14 18:00,22.5,754.9,760,-0.3,78,Wind blowing from the north-northeast,5,no clouds, ,,,,23.5,,,,,,8,18.5,,,,,,
8/19/14 6:00,19.7,755.4,760.5,,93,Wind blowing from the west-southwest,3,100%, ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.6,,,,,,
8/19/14 9:00,21,756.1,761.2,0.7,89,Wind blowing from the west,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.1,,,,,,
8/19/14 12:00,22.8,756.4,761.5,0.3,81,Wind blowing from the north-west,2,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.4,,,,,,
8/19/14 15:00,23.6,755.5,760.6,-0.9,78,Wind blowing from the west-northwest,2,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,19.6,,,,,,
8/19/14 18:00,22.5,756.2,761.3,0.7,82,Wind blowing from the north-east,2,70 - 80%, ,,,,24.1,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5,19.2,,,,,,
8/20/14 6:00,20.2,755.9,761,,93,Wind blowing from the north-west,2,60%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,19.1,,,,,,
8/20/14 9:00,22,756.6,761.7,0.7,82,Wind blowing from the west,2,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",5,18.8,,,,,,
8/20/14 12:00,24.5,757.2,762.3,0.6,76,Wind blowing from the west,3,no clouds, ,,,,,,,,,,7,19.9,,,,,,
8/20/14 15:00,24.5,756.3,761.4,-0.9,72,Wind blowing from the north-west,2,no clouds, ,,,,,,,,,,7,19.2,,,,,,
8/20/14 18:00,23.5,756.2,761.3,-0.1,79,Wind blowing from the north,3,no clouds, ,,,,25.5,,,,,,7,19.6,,,,,,
8/21/14 6:00,19.9,756.5,761.6,,92,Wind blowing from the west,1,100%, ,,,19.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.6,,,,,,
8/21/14 9:00,20.4,757.2,762.3,0.7,89,Wind blowing from the west-southwest,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,200-300,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,18.5,,,,,,
8/21/14 12:00,21.1,757.7,762.8,0.5,85,Wind blowing from the west,4,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.5,,,,,,
8/21/14 15:00,22.8,756.9,762,-0.8,81,Wind blowing from the west,4,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.4,,,,,,
8/21/14 18:00,21.7,756.8,761.9,-0.1,85,Wind blowing from the north-east,1,60%, ,,,,23.1,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19,,,,,,
8/22/14 6:00,20.2,756.3,761.4,,91,Wind blowing from the west-southwest,2,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.6,,,,,,
8/22/14 9:00,20.5,756.7,761.8,0.4,91,Wind blowing from the west,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.9,,,,,,
8/22/14 12:00,22.5,757.3,762.4,0.6,78,Wind blowing from the west-northwest,3,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.5,,,,,,
8/22/14 15:00,23.5,756.2,761.3,-1.1,79,Wind blowing from the north,3,no clouds, ,,,,,,,,,,7,19.6,,,,,,
8/22/14 18:00,22.3,756.1,761.2,-0.1,80,Wind blowing from the north,4,no clouds, ,,,,23.4,,,,,,8,18.7,,,,,,
8/23/14 6:00,19.6,755.8,760.9,,91,Wind blowing from the west-southwest,3,100%, ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,18,,,,,,
8/23/14 9:00,20.5,755.7,760.8,-0.1,86,Wind blowing from the west-southwest,5,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.1,,,,,,
8/23/14 12:00,22.2,755.5,760.6,-0.2,81,Wind blowing from the west,4,no clouds, ,,,,,,,,,,6,18.7,,,,,,
8/23/14 15:00,22.4,755.3,760.4,-0.2,80,Wind blowing from the north,4,no clouds, ,,,,,,,,,,6,18.8,,,,,,
8/23/14 18:00,21.6,755,760.1,-0.3,82,Wind blowing from the north-northeast,4,"10%  or less, but not 0", ,,,,23,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.3,,,,,,
8/24/14 6:00,19.5,754.6,759.7,,91,Wind blowing from the south-west,5,100%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.9,,,,,,
8/24/14 9:00,20.2,754.9,760,0.3,87,Wind blowing from the west-southwest,4,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.9,,,,,,
8/24/14 12:00,21.5,755.9,761,1,78,Wind blowing from the west,5,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,17.4,,,,,,
8/24/14 15:00,22.5,755.7,760.8,-0.2,78,Wind blowing from the north-northwest,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18.5,,,,,,
8/24/14 18:00,20.6,755.3,760.4,-0.4,87,Wind blowing from the north-east,4,100%, ,,,,23,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7,18.3,,,,,,
8/25/14 6:00,19,754.8,759.9,,91,Wind blowing from the south-west,4,100%, ,,,18.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.4,,,,,,
8/25/14 9:00,19.4,755.8,760.9,1,88,Wind blowing from the west,2,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.4,,,,,,
8/25/14 12:00,22,755.8,760.9,0,82,Wind blowing from the west-northwest,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.7,,,,,,
8/25/14 15:00,21.4,755.4,760.5,-0.4,83,Wind blowing from the west,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,18.4,,,,,,
8/25/14 18:00,20,755.2,760.3,-0.2,87,Wind blowing from the west-northwest,2,100%, ,,,,22.3,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,17.7,,,,,,
8/26/14 6:00,20,754.9,760,,95,Wind blowing from the west,2,100%,Drizzle (not freezing) or snow grains not falling as shower(s). ,Thunderstorm(s) with or without precipitation.,Drizzle.,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,19.2,,,,,,
8/26/14 9:00,21,755.3,760.4,0.4,91,Wind blowing from the south-southwest,4,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.4,,,,,,
8/26/14 12:00,22.3,755.6,760.7,0.3,80,Wind blowing from the west,2,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,18.6,,,,,,
8/26/14 15:00,23.8,755.1,760.2,-0.5,76,Wind blowing from the west,2,no clouds, ,,,,,,,,,,8,19.4,,,,,,
8/26/14 18:00,24,754.9,760,-0.2,75,Wind blowing from the north-northeast,2,no clouds, ,,,,24.8,,,,,,8,19.3,,,,,,
8/27/14 6:00,20.4,755.3,760.4,,88,Wind blowing from the west-southwest,2,70 - 80%, ,,,20.1,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.4,,,,,,
8/27/14 9:00,20.8,756.4,761.5,1.1,85,Wind blowing from the west-southwest,3,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,18.2,,,,,,
8/27/14 12:00,22.6,756.8,761.9,0.4,81,Wind blowing from the west-southwest,4,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,19.1,,,,,,
8/27/14 15:00,24.5,755.9,760.9,-0.9,73,Wind blowing from the west-southwest,2,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus castellanus or floccus.,,6,19.3,,,,,,
8/27/14 18:00,26,754.1,759.1,-1.8,64,Wind blowing from the north-east,6,"90  or more, but not 100%", ,,,,26.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus castellanus or floccus.,,6,18.6,,,,,,
8/28/14 6:00,20.2,754.9,760,,89,Wind blowing from the south-west,3,60%, ,,,19.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",4.6,18.4,,,,,,
8/28/14 9:00,20.9,755.3,760.4,0.4,86,Wind blowing from the west-southwest,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,18.5,,,,,,
8/28/14 12:00,24.4,755.7,760.7,0.4,76,Wind blowing from the west-southwest,6,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,19.9,,,,,,
8/28/14 15:00,24,755.1,760.2,-0.6,79,Wind blowing from the west-southwest,4,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,20.1,,,,,,
8/28/14 18:00,24.4,754.4,759.4,-0.7,78,Wind blowing from the south-west,4,40%, ,,,,26.1,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,20.2,,,,,,
8/29/14 6:00,20.1,754.9,760,,91,Wind blowing from the west-southwest,3,100%,Mist. ,,,20,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4,18.6,,,,,,
8/29/14 9:00,21.1,755.4,760.5,0.5,86,Wind blowing from the west-northwest,2,70 - 80%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4,18.7,,,,,,
8/29/14 12:00,23.5,755.6,760.7,0.2,80,Wind blowing from the north-west,2,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.9,,,,,,
8/29/14 15:00,23,755.2,760.3,-0.4,83,Wind blowing from the west-northwest,3,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,5,19.9,,,,,,
8/29/14 18:00,21,755,760.1,-0.2,92,Wind blowing from the west-northwest,2,100%,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,25,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,3,19.7,,,,,,
8/30/14 6:00,20.2,755.7,760.8,,87,Wind blowing from the west,3,100%, ,,,20,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,17.9,,,,,,
8/30/14 9:00,19.9,756.3,761.4,0.6,91,Wind blowing from the south-west,6,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,18.4,,,,,,
8/30/14 12:00,22,756.4,761.5,0.1,78,Wind blowing from the south-west,4,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7,18,,,,,,
8/30/14 15:00,21.7,755.8,760.9,-0.6,81,Wind blowing from the west-southwest,7,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.2,,,,,,
8/30/14 18:00,21,755.8,760.9,0,88,Wind blowing from the west,2,50%, ,,,,23,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18.9,,,,,,
8/31/14 6:00,19.9,755.2,760.3,,92,Wind blowing from the west-southwest,2,100%, ,,,19.8,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.5,,,,,,
8/31/14 9:00,20,755.6,760.7,0.4,92,Wind blowing from the west,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.6,,,,,,
8/31/14 12:00,21,756.5,761.6,0.9,85,Wind blowing from the west,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,18.4,,,,,,
8/31/14 15:00,22.3,755.5,760.6,-1,76,Wind blowing from the west-northwest,3,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,17.8,,,,,,
8/31/14 18:00,22,755,760.1,-0.5,81,Wind blowing from the north-northeast,3,60%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,18.5,,,,,,
9/1/14 6:00,19.6,755.5,760.6,,94,Wind blowing from the west,2,100%, ,,,23.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.6,,,,,,
9/1/14 9:00,20.3,755.8,760.9,0.3,89,Wind blowing from the west,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.5,,,,,,
9/1/14 12:00,23.3,756.4,761.5,0.6,72,Wind blowing from the west,4,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18,,,,,,
9/1/14 15:00,22.2,756.2,761.3,-0.2,81,Wind blowing from the north,4,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,8,18.7,,,,,,
9/1/14 18:00,21.3,755.9,761,-0.3,85,Wind blowing from the north-northeast,2,20-30%, ,,,,23,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,18.6,,,,,,
9/2/14 6:00,19.9,755,760.1,,95,Wind blowing from the north-northeast,3,100%, ,,,19.8,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,19.1,,,,,,
9/2/14 9:00,20,755.6,760.7,0.6,93,Wind blowing from the north,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.8,,,,,,
9/2/14 12:00,22,756.2,761.3,0.6,80,Wind blowing from the west,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18.3,,,,,,
9/2/14 15:00,22.5,756,761.1,-0.2,78,Wind blowing from the north,4,no clouds, ,,,,,,,,,,8,18.5,,,,,,
9/2/14 18:00,22,755.9,761,-0.1,80,Wind blowing from the north-northeast,5,no clouds, ,,,,23,,,,,,9,18.3,,,,,,
9/3/14 6:00,20,755,760.1,,91,Wind blowing from the south-west,3,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.4,,,,,,
9/3/14 9:00,19.7,755.5,760.6,0.5,94,Wind blowing from the south-west,4,100%,Mist. ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,100-200,,,4,18.7,,,,,,
9/3/14 12:00,21.5,756.1,761.2,0.6,84,Wind blowing from the west-southwest,5,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.6,,,,,,
9/3/14 15:00,22.7,755.8,760.9,-0.3,77,Wind blowing from the west,2,no clouds, ,,,,,,,,,,7,18.4,,,,,,
9/3/14 18:00,21.3,755.6,760.7,-0.2,85,Wind blowing from the north-west,2,100%, ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,8,18.6,,,,,,
9/4/14 6:00,20.1,756,761.1,,88,Wind blowing from the south-west,3,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6,18,,,,,,
9/4/14 9:00,20.7,756.9,762,0.9,87,Wind blowing from the west,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.4,,,,,,
9/4/14 12:00,23,757.8,762.9,0.9,80,Wind blowing from the west-northwest,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.4,,,,,,
9/4/14 15:00,23.7,757.2,762.3,-0.6,76,Wind blowing from the west-northwest,3,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,19.1,,,,,,
9/4/14 18:00,20.4,757.3,762.4,0.1,91,Wind blowing from the north,3,100%, ,,,,23.9,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.8,,,,,,
9/5/14 6:00,19.5,756.7,761.8,,95,Wind blowing from the north-east,2,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.7,,,,,,
9/5/14 9:00,19.8,757.6,762.7,0.9,93,Wind blowing from the north-east,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5,18.6,,,,,,
9/5/14 12:00,21,758.9,764,1.3,84,Wind blowing from the north-northeast,4,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.1,,,,,,
9/5/14 15:00,22.2,758.5,763.6,-0.4,79,Wind blowing from the north-northeast,5,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,18.3,,,,,,
9/5/14 18:00,21.9,757.6,762.7,-0.9,83,Wind blowing from the north-northeast,5,no clouds, ,,,,23.5,,,,,,9,18.9,,,,,,
9/6/14 6:00,19.2,756.5,761.6,,91,"Calm, no wind",0,100%, ,,,19,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,17.7,,,,,,
9/6/14 9:00,20.1,756.7,761.8,0.2,87,Wind blowing from the west-southwest,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,17.9,,,,,,
9/6/14 12:00,22.5,756.7,761.8,0,78,Wind blowing from the north,2,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,18.5,,,,,,
9/6/14 15:00,22.1,756.2,761.3,-0.5,81,Wind blowing from the north-northwest,3,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5,18.7,,,,,,
9/6/14 18:00,22.2,756.1,761.2,-0.1,77,Wind blowing from the north-northeast,2,50%, ,,,,23.1,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,18,,,,,,
9/7/14 6:00,21.5,756.1,761.2,,90,Wind blowing from the east,4,100%, ,,,21.4,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6,19.7,,,,,,
9/7/14 9:00,24,756.2,761.3,0.1,68,Wind blowing from the north-northeast,5,no clouds, ,,,,,,,,,,9,17.6,,,,,,
9/7/14 12:00,23,756.6,761.7,0.4,78,Wind blowing from the north-northeast,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,19,,,,,,
9/7/14 15:00,23.3,756.4,761.5,-0.2,80,Wind blowing from the north-northwest,3,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,19.7,,,,,,
